PhraseID,NL
QID184_Choice9,Ik ben nog steeds aan het isoleren / ben niet herenigd met anderen
QID184_Choice10,Ik heb me op een gegeven moment in week 1-3 met anderen herenigd en ze raakten geïnfecteerd (waarschijnlijk via mij)
QID184_Choice12,N.v.t.
QID254_QuestionText,"Heeft u huisdieren in huis?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID254_Choice23,Ja
QID254_Choice24,Nee
QID255_QuestionText,"Zo ja, welke diersoort?:<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID255_Choice1,Kat
QID255_Choice2,Hond
QID255_Choice3,Knaagdier
QID255_Choice4,Andere
QID185_QuestionText,"Wat betreft de medische zorg die u heeft gekregen tijdens de COVID-19-pandemie:<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID185_Choice1,Ik denk dat ik de juiste hoeveelheid zorg heb ontvangen
QID185_Choice2,Ik denk dat ik de hoeveelheid zorg die ik heb ontvangen iets ondermaats is
QID185_Choice3,Ik denk dat ik de hoeveelheid zorg die ik heb ontvangen significant ondermaats is
QID185_Choice4,Ik had geen medische zorg nodig
QID186_QuestionText,"Wat betreft uw financiële gesteldheid tijdens de COVID-19-pandemie (kies alle juiste antwoorden):<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID186_Choice1,Ik ben mijn baan kwijtgeraakt of heb als zelfstandige niet kunnen werken
QID186_Choice2,Ik heb me geen basisbehoeften zoals eten en huur kunnen veroorloven
QID186_Choice3,Ik sta onder financiële druk maar heb de eindjes aan elkaar kunnen knopen
QID186_Choice4,Ik heb geen financiële druk gevoeld
QID187_QuestionText,"(Optioneel) Ik geloof dat mijn regionale overheden en landelijke volksgezondheidsinstellingen hun uiterste best hebben gedaan om de COVID-19-pandemie aan te pakken<span style=""caret-color: rgb(0, 0, 0);"">.</span>"
QID187_Choice1,Sterk mee eens
QID187_Choice2,Mee eens
QID187_Choice3,Een beetje mee eens
QID187_Choice4,"Niet mee eens, maar ook niet mee oneens"
QID187_Choice5,Een beetje mee oneens
QID187_Choice6,Mee oneens
QID187_Choice7,Sterk mee oneens
QID427_QuestionText,"Als u kinderen heeft, zijn uw kinderen dan meer dan drie weken (vermoedelijk) ziek geweest met COVID?&nbsp;"
QID427_Choice1,Ik heb geen kinderen.
QID427_Choice2,Al mijn kinderen zijn meer dan 3 weken ziek geweest.
QID427_Choice7,Mijn kinderen zijn niet ziek geweest.
QID427_Choice8,Mijn kinderen zijn ziek geweest maar ze herstelden binnen 3 weken.
QID427_Choice9,"Eén of meer van mijn kinderen zijn al meer dan 3 weken ziek, en één of meer van mijn kinderen zijn binnen 3 weken hersteld."
QID370_QuestionText,Had u een baan vóórdat u COVID kreeg?<div><br></div>
QID370_Choice1,"Ja, voltijds"
QID370_Choice2,Nee
QID370_Choice4,"Ja, deeltijd"
QID370_Choice5,"Ik was zelfstandige, voltijds"
QID370_Choice6,"Ik was zelfstandige, deeltijd"
QID371_QuestionText,Had/heeft u aanpassingen of verminderde uren nodig als gevolg van aanhoudende problemen/symptomen?&nbsp;&nbsp;
QID371_Choice2,"Ja, ik moest mijn arbeidsuren verminderen (op de werkplek)."
QID371_Choice3,"Nee, ik ben in staat geweest om normaal door te werken."
QID371_Choice4,"Ja, ik moest mijn arbeidsuren verminderen (thuiswerken)."
QID371_Choice5,"Ja, ik heb ontslag moeten nemen of ben ontslagen."
QID371_Choice6,"Anders, geef a.u.b. een beschrijving"
QID258_QuestionText,"Heeft u medische diagnostische tests ondergaan voor uw lichamelijke symptomen van COVID-19? (Scans, echo's, ECG's)"
QID258_Choice1,Ja
QID258_Choice2,Nee
QID201_QuestionText,"Heeft u één of meerdere van de volgende medische diagnostische tests uitgevoerd? Opmerking: als u een test meerdere keren hebt laten uitvoeren, voer dan 'Abnormaal' in zodra u op in ieder geval één moment een abnormaal resultaat heeft ontvangen.&nbsp;"
QID201_Choice1,MRI - hersenen
QID201_Choice2,MRI - borst
QID201_Choice3,CT scan - borst
QID201_Choice4,CT scan - hersenen
QID201_Choice5,CT scan - buik
QID201_Choice6,CT scan - pulmonair angiogram
QID201_Choice7,Röntgenfoto - borst
QID201_Choice8,Ruggenprik (lumbaalpunctie)
QID201_Choice9,Echo - been
QID201_Choice10,Echo - hart
QID201_Choice11,Echo - buik
QID201_Choice12,ECG/EKG (hartfilmpje)
QID201_Choice13,EEG (hersenfilmpje)
QID201_Choice14,EMG (spier-zenuwonderzoek)
QID201_Choice15,Anders
QID201_Answer1,Niet getest
QID201_Answer2,Ja - normaal
QID201_Answer3,Ja - abnormaal
QID202_QuestionText,"Als de uitkomst van de MRI van de hersenen, CT van de hersenen of EEG van de hersenen abnormaal was, beschrijf dan hier de resultaten."
QID203_QuestionText,"Als de uitkomst van de MRI van de borst, CT van de borst of röntgenfoto van de borst abnormaal was, beschrijf dan hier de resultaten."
QID204_QuestionText,"Als de uitkomst van de ruggenprik abnormaal was, beschrijf dan hier de resultaten."
QID205_QuestionText,"Als de uitkomst van de EMG abnormaal was, beschrijf dan hier de resultaten."
QID206_QuestionText,"Als de uitkomst van één van de andere bovengenoemde tests abnormaal was, beschrijf dan hier de resultaten."
QID207_QuestionText,"Als u een abnormale uitslag heeft van een test die hierboven niet wordt vermeld, beschrijf dan hier de resultaten."
QID257_QuestionText,Heeft u diagnostisch bloedonderzoek gehad voor uw COVID-19-symptomen? (bijvoorbeeld een compleet bloedbeeld of CBC)
QID257_Choice4,Ja
QID257_Choice5,Nee
QID208_QuestionText,"Wat was het resultaat van uw bloedonderzoeken voor de volgende punten? Als uw resultaten op een bepaald moment abnormaal waren maar vervolgens zijn opgelost, vermeld dan het abnormale resultaat."
QID208_Choice1,Kreatinine (doorgaans onderdeel van het uitgebreide metabolic panel)
QID208_Choice2,"Aantal lymfocyten (doorgaans onderdeel van compleet bloedbeeld, CBC)"
QID208_Choice3,"Aantal eosinofielen (doorgaans onderdeel van compleet bloedbeeld, CBC)"
QID208_Choice4,"Eosinofielen % (doorgaans onderdeel van compleet bloedbeeld, CBC)"
QID208_Choice5,Leverfunctieonderzoek/Hepatic Panel
QID208_Choice6,D-dimeer
QID208_Choice7,C-reactief proteïne (CRP)
QID208_Choice8,ESR (bezinkingssnelheid)
QID208_Choice9,Fibrinogeen
QID208_Choice10,Andere
QID208_Answer15,Niet getest
QID208_Answer10,Normaal
QID208_Answer11,"Abnormaal, hoog"
QID208_Answer12,"Abnormaal, laag"
QID208_Answer13,Weet ik niet zeker/kan het niet vinden
QID208_Answer14,Ik wilde een onderzoek maar dit lukte niet
QID209_QuestionText,"Beschrijf voor elk van de abnormale bloedwaarden het resultaat verder"
QID210_QuestionText,"Als u abnormale uitslagen hebt voor andere bloedonderzoeken, beschrijf deze dan hier. (Zet elke abnormale test op een nieuwe regel)."
QID211_QuestionText,Bent u voor deze aandoeningen getest sinds COVID?
QID211_Choice1,Epstein-Barr (mono)
QID211_Choice2,Ziekte van Lyme
QID211_Choice3,Cytomegalovirus (CMV)
QID211_Answer1,Niet getest
QID211_Answer2,Negatief
QID211_Answer3,Huidige/recente infectie (sinds COVID)
QID211_Answer4,Historische infectie
QID212_QuestionText,Heeft u een van deze diagnoses gekregen voor een van uw symptomen? Selecteer alles wat van toepassing is.
QID212_Choice1,Guillain-Barré syndroom
QID212_Choice2,Dunnevezelneuropathie
QID212_Choice3,Autonome neuropathie
QID212_Choice4,Polyneuropathie
QID212_Choice5,Neuralgie (zenuwpijn) (noem het type neuralgie in het tekstvak)
QID212_Choice6,"Antifosfolipidensyndroom, virusinfectie of auto-immuun"
QID212_Choice7,Sarcoïdose
QID212_Choice8,Beroerte (noem het type beroerte in het tekstvak)
QID212_Choice9,Demyeliniserende laesies 
QID212_Choice10,Posturale orthostatische tachycardie syndroom (POTS)
QID212_Choice11,Encefalopathie
QID212_Choice12,Hersenontsteking (encefalitis) (noem het type hersenontsteking in het tekstvak)
QID212_Choice13,Meningo-encefalitis
QID212_Choice14,Hersenvliesontsteking (meningitis) 
QID212_Choice15,Acute gedissemineerde encefalomyelitis (ADEM)
QID212_Choice16,Acute slappe verlamming (acute myelitis)
QID212_Choice17,Oogspierverlamming (oftalmoplegie)
QID212_Choice18,Psychiatrische diagnose
QID212_Choice19,Migraine
QID212_Choice20,Motorische Perifere of Craniale neuropathie
QID212_Choice21,Posterieur reversibel encefalopathie syndroom (PERS)
QID212_Choice22,Spierzwakte (myasthenie)
QID212_Choice23,Trombotische microangiopathie
QID212_Choice24,Tapia Syndroom
QID212_Choice25,Epilepsie
QID212_Choice26,Traumatisch hersenletsel of Traumatisch hersenletsel-achtige symptomen
QID212_Choice27,Myalgische encefalomyelitis (ME) / Chronisch vermoeidheidssyndroom (ME/CVS)
QID212_Choice28,Uitval hersenzenuw
QID212_Choice29,Maculagat
QID212_Choice30,Costochondritis
QID212_Choice31,Bloedprop
QID212_Choice32,Myocarditis
QID216_QuestionText,"Beschrijf elke andere diagnose die u heeft gekregen (indien er meerdere zijn, plaats dan elke diagnose op een nieuwe regel en druk op ""enter"" tussen elk van de diagnoses.)"
QID373_QuestionText,"Heeft u een van de volgende behandelingen geprobeerd voor uw COVID19-symptomen, en zo ja, hoezeer hielp het? (kies alles dat van toepassing is)➘<div>&nbsp;</div>➘➘<div><span style=""caret-color: rgb(29, 28, 29); color: rgb(29, 28, 29); font-family: Slack-Lato, appleLogo, sans-serif;"">Dit geldt voor medicijnen op recept of vrij verkrijgbare medicijnen of alternatieve behandelingen.</span></div>"
QID373_Choice5,<strong>Behandelingsopties zonder medicatie</strong><br />Elektrolyten
QID373_Choice6,"Compressiekleding (sokken, leggings)"
QID373_Choice7,"<strong>Vrij verkrijgbare pijnstillers</strong><br />➘Niet-NSAID's (Tylenol, Paracetamol)"
QID373_Choice8,<strong>Cannabis&nbsp;</strong><br />➘CBD/THC producten
QID373_Choice9,Zuivere CBD-producten
QID373_Choice10,Acupunctuur
QID373_Choice11,Zout toevoegen aan eten en drinken
QID373_Choice12,Lymfatische massage (lymfedrainage)
QID373_Choice15,<strong>Ontstekingsremmers </strong><br />➘Curcumine (kurkuma)
QID373_Choice16,<strong>Bloedverdunners</strong><br />➘Kinderaspirine (75-81mg)
QID373_Choice17,"<strong>Antihistaminica</strong><br />➘H1 type Antihistaminica (difenhydramine, acrivastine en cetirizine, zoals benadryl, zyrtec, claritin)"
QID373_Choice26,<strong>Steroïden</strong><br />➘Prednison en Dexamethason
QID373_Choice27,<strong>Immuunsysteembehandelingen</strong><br />➘Intraveneus gammaglobuline
QID373_Choice28,<strong>Antivirale medicatie</strong><br />➘Remdesivir (Veklury)
QID373_Choice29,Convalescent plasma
QID373_Choice30,<strong>Antibiotica</strong><br />➘Azithromycin
QID373_Choice31,<strong>Malariabehandelingen</strong><br />➘Chloroquine
QID373_Choice33,<strong>Antioxidanten</strong><br />➘Oxaalazijnzuur
QID373_Choice35,"H2 type Antihistaminica (cimetidine, famotidine, zoals Pepcid)"
QID373_Choice38,Omega 3 / DHA / EPA (visolie)
QID373_Choice39,Hydroxychloroquine
QID373_Choice41,"NSAID's (Ibuprofen, Naproxen,&nbsp;Aspirine voor volwassenen (volledige dosis))"
QID373_Choice42,Stimulatieprogramma's (pacing)(reguleren van de hoeveelheid activiteit)
QID373_Choice43,"Directe orale antistollingsmiddelen (anticoagulantia), Rivaroxaban (Xarelto)"
QID373_Choice44,Warfarine (Coumadin)
QID373_Answer1,Heb dit niet geprobeerd
QID373_Answer2,Hielp enigszins
QID373_Answer5,Hielp aanzienlijk
QID373_Answer6,Hielp niet
QID373_Answer7,Onzeker
QID378_QuestionText,"<div>Beschrijf alle andere behandelingen, medicijnen/supplementen of iets anders dat uw symptomen aanzienlijk verbeterde. (Zet ze allemaal op een nieuwe regel door na elke regel op 'enter' te drukken).</div><div>&nbsp;</div>"
QID138_QuestionText,"<b>Optioneel:</b> Gebruik deze ruimte om dingen te beschrijven waarvan u beslist wilt dat anderen dit weten over de COVID-ervaring, of dat hier nog niet is genoemd. Voeg geen identificerende informatie toe (zoals naam of locatie).&nbsp;"
QID454_QuestionText,"<strong><span style=""font-size:26px;"">U heeft het einde van de enquête bereikt!</span></strong><br>➘<br>Neemt u even de tijd om te bekijken&nbsp;of u mogelijk iets hebt gemist. Zodra u zeker bent van uw antwoorden, <em>klikt u op volgende om in te dienen.</em><br>➘<br>➘Eenmaal ingediend, kunt u niet&nbsp;meer naar de enquête teruggaan om dingen te wijzigingen. Bedankt voor uw energie en tijd!&nbsp;"
